T_San123,T_Syokugyo,T_KiKibo,T_Age_10,Y_Income,Food,LFW,Clothes,Transport,Recreation
2,3,3,4,12694.45064,70224.97098,21845.64764,6616.344193,27869.99389,21943.13713
2,3,3,4,9739.341142,60036.13527,16406.06757,9805.457436,17002.73664,16909.58864
2,3,3,4,9737.059307,53132.83678,15179.6757,30440.43374,180168.2266,43666.82166
2,3,3,4,11442.95184,101251.36,18830.88554,21048.79261,29623.5461,70975.04091
2,3,3,4,4577.70078,39544.70757,19079.41288,610.5303482,24674.58588,6978.133536
2,3,3,4,7876.97559,58560.99089,14607.06814,4940.105109,51257.89486,39767.2624
2,3,3,4,17764.22917,111010.0852,25779.36297,89216.2348,65875.14399,56534.90151
2,3,3,4,9827.251532,42597.46409,12324.2416,9645.731878,30965.04641,18117.80057
2,3,3,4,14656.23916,128261.5367,16183.22177,68320.75553,14089.54163,15675.81625
2,3,3,4,5722.790788,37038.07217,13103.6224,3967.593864,98292.43015,11735.74781
2,3,3,4,9465.092877,88542.22737,17708.17798,2923.149276,81181.49432,22499.51726
2,3,3,4,8882.460651,66748.55807,17261.50467,4417.938342,23176.1143,3711.765107
2,3,3,4,6086.92406,74718.51129,17353.73882,4467.846004,10733.58599,7257.446224
2,3,3,4,7355.983842,63377.39765,18399.3636,2904.638869,57910.64022,7337.681165
2,3,3,4,4610.45696,41550.75152,13361.18343,12431.65773,42272.20416,29798.0187
2,3,3,4,8988.911111,67754.53034,18731.41896,7625.894887,54671.58474,13752.54392
2,3,3,4,7302.39568,52611.53739,13588.94893,1675.627299,42848.42936,12938.59515
2,3,3,4,9362.005295,95910.40137,20795.99608,11758.88771,18840.58185,19745.85291
2,3,3,4,8478.006063,56830.11028,18902.96793,16828.01579,17105.70777,7759.836619
2,3,3,4,8304.233336,52474.63419,11670.13004,1619.386683,70123.02413,11053.54467
2,3,3,4,8912.134256,68006.53937,21465.04868,23087.37397,185340.2613,35041.95466
2,3,3,4,5312.607289,67830.78337,23313.83054,6312.578275,13795.91715,4971.162389
2,3,3,4,6214.435646,39959.20352,8171.84685,3991.108515,59645.50147,27209.27948
2,3,3,4,11340.47153,98313.50104,60771.98939,7763.251347,28351.6028,10503.09786
2,3,3,4,5100.586625,54627.24543,15380.04331,1847.17373,33372.73372,19120.17792
2,3,3,4,6399.980558,76113.66463,20513.75994,7753.579025,86448.19561,4176.458456
2,3,3,4,6836.487581,51236.3481,17454.51428,11259.49427,30074.93715,18700.07828
2,3,3,4,8679.779131,31660.10138,20658.40682,2250.728543,36569.7569,14617.4631
2,3,3,4,8232.503903,84460.71094,14384.94048,8933.883134,37571.85743,35917.64759
2,3,3,4,10140.30373,48377.03727,22674.12027,10371.28522,11358.03122,86825.97706
2,3,3,4,10046.31533,86375.20857,18787.16019,18602.09236,11495.24166,15039.01104
2,3,3,4,10099.45301,42357.94951,19554.01784,3121.179985,12576.3541,28641.76687
2,3,3,4,11583.56771,91324.0376,27389.64577,3339.57446,70868.70156,32591.4809
2,3,3,4,8300.964736,73502.52352,42562.08567,8669.993,38780.06354,9427.077884
2,3,3,4,18487.57411,88237.55916,29935.80111,11513.53273,22389.92924,87866.81806
2,3,3,4,6865.265265,83080.61217,11642.14234,9754.238773,28519.16689,18028.62748
2,3,3,4,9795.466958,81243.45326,27975.52968,7050.060077,5411.125738,19220.22797
2,3,3,4,6685.610681,70430.86991,31063.77697,13883.81296,24207.8144,21658.99362
2,3,3,4,5212.835978,53847.3736,12398.18574,18222.76416,138825.3355,10154.10969
2,3,3,4,10253.56155,148400.3788,17895.80944,11860.92499,29742.12791,27990.57494
2,3,3,4,5128.736576,58111.32738,11485.31424,3772.818905,50087.02113,31992.25323
2,3,3,4,7961.896514,55728.40483,15302.93086,9260.374307,29588.33131,11148.58782
2,3,3,4,15622.69717,78893.61586,22137.40878,34115.59873,53643.7009,43756.11348
2,3,3,4,10011.09694,63623.18971,21381.64079,7962.342286,269635.0266,17741.30466
2,3,3,4,7411.230849,67082.67152,18516.89317,19163.35714,14610.93349,11786.57863
2,3,3,4,5992.732365,67103.78071,10636.4983,3962.584796,11472.89306,58743.68355
2,3,3,4,12632.3628,59327.03167,13024.82522,14829.09247,149390.9803,13788.48701
2,3,3,4,16306.71189,95006.09665,19429.42653,53107.92386,24358.92636,81030.00059
2,3,3,4,8434.38173,96737.12173,33135.15561,2152.665799,18920.0407,10596.84296
2,3,3,4,7263.398356,95448.08807,39424.2344,19751.4382,30430.94331,31763.91802
2,3,3,4,11133.67303,106353.1567,21198.24056,16555.90362,51353.37685,18021.57979
2,3,3,4,12711.00178,58779.27941,17384.78283,11111.69698,41548.09365,33532.34625
2,3,3,4,14508.87573,99591.68142,23808.13556,4713.668344,76364.43491,117507.7781
2,3,3,4,12686.04979,74703.50277,27050.04464,17297.32136,21016.09919,39027.8122
2,3,3,4,7020.493261,36561.53002,16099.84187,7880.279086,33185.59488,25047.59849
2,3,3,4,11158.53712,60881.12792,9636.237844,7566.894696,45669.29543,11429.45162
2,3,3,4,9721.206672,33575.45018,16952.32161,11363.31679,9669.335575,23710.97058
2,3,3,4,3290.972726,47070.30287,24897.64975,1434.249817,35190.85238,5895.034431
2,3,3,4,6744.31767,54590.2584,14080.97871,2489.364321,13460.36377,3360.934194
2,3,3,4,7168.526199,74990.22256,14064.53501,4112.243062,40235.73388,40868.42788
2,3,3,4,8594.967274,37301.52188,7757.580954,6243.979173,59756.2203,13750.2246
2,3,3,4,8111.524805,61905.60021,17760.07211,31736.17332,5801.185813,12321.99639
2,3,3,4,13179.63866,132919.0025,19375.47436,27750.67406,52371.77957,30877.98595
2,3,3,4,11420.52708,100861.333,19162.36178,6138.904633,151414.3972,104645.6626
2,3,3,4,9355.377018,51660.23627,26132.1471,5321.104533,25279.09344,31912.11972
2,3,3,4,6815.460118,79080.32164,23279.01921,4829.206291,17691.04324,31433.35757
2,3,3,4,9102.561289,62839.79834,20837.15979,2540.162698,28012.35926,32149.17071
2,3,3,4,7831.259398,57583.64849,20728.88319,11766.75728,11195.85735,14947.19583
2,3,3,4,10200.02155,67175.15411,28087.62683,13946.12399,199498.0902,10413.81268
2,3,3,4,9952.273259,52054.83355,12790.91473,7134.455312,215058.0939,6940.797313
2,3,3,4,8752.876753,46640.63942,17121.67166,5340.76658,193282.4147,8595.317667
2,3,3,4,10293.96367,68212.21248,32103.49637,12140.8399,26918.96631,32341.93832
2,3,3,4,10585.63933,61505.15285,22966.66583,5738.416944,45748.25867,18017.99631
2,3,3,4,12074.82366,59036.01977,25574.93513,19486.17718,5390.350882,13296.39944
2,3,3,4,8323.277874,92989.39244,10318.95852,1347.751136,106269.794,18525.19116
2,3,3,4,10015.8639,125432.3014,23531.95803,3967.812345,23873.24753,37506.83723
2,3,3,4,9509.333431,82233.34313,30370.55418,3344.550774,43433.43038,15921.95813
2,3,3,4,7561.146313,74326.51556,13027.44934,7585.864477,14567.75211,37158.88032
2,3,3,4,6101.759199,79020.28622,21584.8272,71055.86519,153615.7182,51202.05187
2,3,3,4,7374.374793,58035.02414,13589.10059,15847.62309,13974.79573,4578.604898
2,3,3,4,6863.243057,69466.7171,17981.56532,5405.372961,18344.47241,35236.98414
2,3,3,4,9273.176887,28264.3493,17836.18009,6154.16249,6395.597867,5199.220045
2,3,3,4,11582.92483,55335.58881,12064.59129,11922.68571,51816.38164,20861.12711
2,3,3,4,8981.889102,54189.35368,20303.4378,4732.913638,34954.73446,9889.032502
2,3,3,4,7906.422803,39498.08406,13157.88415,3937.596855,17104.12127,21969.68668
2,3,3,4,7761.071415,71617.49829,17883.49821,3387.664128,95204.61955,9841.282382
2,3,3,4,5611.241144,67533.66914,22818.52416,9266.079606,16392.88263,15335.60583
2,3,3,4,11505.24073,78287.28886,13350.31867,6935.130785,94174.54493,11158.80043
2,3,3,4,12700.06702,93958.71311,14571.74786,4521.822552,68226.14035,16869.28489
2,3,3,4,5978.561513,57618.84408,19593.06304,5446.1107,29781.06873,20988.89179
2,3,3,4,7507.387647,96207.26444,18791.1186,10232.63058,67149.7988,52342.72663
2,3,3,4,9388.448993,105580.8899,50320.04611,9275.638203,53721.2034,16100.57013
2,3,3,4,10614.01307,80425.58768,13505.36778,60712.33153,12159.41516,54955.95594
2,3,3,4,8307.166712,63241.4499,30772.2882,8245.083073,42691.2014,36881.13993
2,3,3,4,6070.311726,89713.31798,31279.5198,2313.232897,11864.04849,18644.53554
2,3,3,4,7026.635212,49770.57207,15643.36544,1175.799558,40807.4837,98742.92374
2,3,3,4,5427.38353,57469.46594,20630.35189,1438.930658,79588.49658,13152.67802
2,3,3,4,10697.00509,75265.32802,50909.91243,12174.49256,62231.71826,19051.78161
2,3,3,4,4302.614249,47112.27162,13257.28293,3408.533556,75559.78697,23380.30382
2,3,3,4,11009.09451,62163.75918,13301.56617,3146.811934,4548.339873,23135.35207
2,3,3,4,4730.15938,48576.77944,11407.44145,3822.854667,21242.50653,11803.2943
2,3,3,4,8479.802734,99771.83374,27530.78414,14941.06343,49568.35777,94916.88303
2,3,3,4,4960.330218,91972.80946,24104.55051,7008.774075,23612.83712,38141.16084
2,3,3,4,7590.074503,117562.2728,13735.83553,15367.60689,40064.16062,32414.29907
2,3,3,4,8701.26867,86109.6659,19215.04743,6277.333628,95573.40261,23581.49612
2,3,3,4,10953.39197,111974.6645,40733.77815,21586.8627,43953.42672,27445.02557
2,3,3,4,7223.292068,88422.06101,28925.00782,7071.14468,64252.57643,31955.4471
2,3,3,4,16672.84249,142869.3867,41801.18926,21521.30936,32310.906,24702.51394
2,3,3,4,6472.158196,63588.83905,10831.42427,3044.531929,3393.95579,36025.72177
2,3,3,4,8789.574289,141114.7918,36452.40381,49615.17774,8752.190136,42886.81921
2,3,3,4,5942.61909,51857.59319,20262.10832,2712.389159,29113.90471,8079.031209
2,3,3,4,6453.416028,43409.96837,12674.56317,1513.939194,17555.75118,6113.507623
2,3,3,4,5874.313914,54025.25788,10858.57481,14103.38881,10363.61359,64738.94212
2,3,3,4,8403.70774,49258.60619,17078.62324,16535.87116,37626.01149,12013.27293
2,3,3,4,20909.49342,104209.8801,14764.02347,17028.71663,13870.50421,9171.935028
2,3,3,4,11843.7303,108473.1243,26745.4622,8195.689303,95218.82923,40843.30139
2,3,3,4,15949.79432,109411.4272,26623.41369,26643.47697,35938.44029,63757.25114
2,3,3,4,8449.846981,49411.1198,29256.27516,1103.372789,17411.87811,2363.643075
2,3,3,4,7236.588789,65623.84748,17369.74986,4360.806149,15128.94446,38066.90365
2,3,3,4,5452.569652,51992.37755,20583.55766,27363.69053,11115.1285,14786.01064
2,3,3,4,6774.399987,100607.5491,20503.39904,4863.250056,4656.262028,11717.21267
2,3,3,4,8754.973382,107473.5242,13037.8144,11952.45442,26968.29157,43249.62009
2,3,3,4,7676.024983,65015.79816,50389.52872,2742.369429,30823.01413,23924.83326
2,3,3,4,8764.787982,84294.22576,20632.01183,12414.72958,120888.7294,28919.05841
2,3,3,4,8563.198619,57659.59737,44166.45226,16916.62061,75420.79129,23586.02864
2,3,3,4,9351.493671,88022.16324,22522.21476,6145.883561,4907.051368,25051.59434
2,3,3,4,11895.63165,111308.6562,25106.97612,6759.965827,4648.98721,15895.54591
2,3,3,4,9200.194296,58793.25737,26226.71044,12087.30212,11128.23082,8092.699131
2,3,3,4,7415.726545,40448.64735,9164.945592,17296.51587,77297.22791,19673.82625
2,3,3,4,13585.3908,52063.07162,15138.43207,10553.16331,6207.316493,17795.711
2,3,3,4,7627.250314,48640.411,14488.63845,1629.581398,25048.42337,10177.62288
2,3,3,4,5366.83418,67973.7238,21164.12739,4167.692276,153050.1086,23927.57507
2,3,3,4,12531.53541,99994.49589,42024.821,3621.580681,97801.60929,16803.45648
2,3,3,4,4385.61433,45501.74234,21059.26912,10158.07827,46090.90733,11846.69168
2,3,3,4,7027.6839,71674.29661,14900.24189,3131.889275,75261.76171,12365.03489
2,3,3,4,11352.14464,122748.9808,44514.14294,5632.238328,28565.551,64413.60668
2,3,3,4,8012.138734,77904.33742,11630.95024,36225.0955,66196.16678,19371.39654
2,3,3,4,7342.648404,98365.43735,11098.61685,13218.50314,11255.29611,37193.5752
2,3,3,4,11804.2062,64219.57328,12661.5264,14392.08931,22726.35462,4033.777963
2,3,3,4,8439.170818,72865.1922,16203.47645,12846.25821,148263.9845,13201.51091
2,3,3,4,9837.510005,97974.81283,27122.82438,29044.07724,98234.25348,28564.13558
2,3,3,4,5332.625001,53880.79114,12075.37813,9212.675266,51728.05835,16241.91516
2,3,3,4,9991.893406,89865.88784,21343.79326,4793.604565,47142.8422,13385.45388
2,3,3,4,8269.554907,62125.16485,29298.64826,15331.82757,45206.74851,18371.97402
2,3,3,4,6967.641898,91676.2064,43299.68302,2392.478789,54680.4237,32899.21749
2,3,3,4,9165.098558,80075.30013,16692.96387,5523.196696,159391.8025,12045.50473
2,3,3,4,10546.7883,61364.24558,23074.53343,3606.594226,60286.36254,8475.731914
2,3,3,4,12572.5907,85645.25503,21134.72489,10630.09421,142947.0676,21669.19261
2,3,3,4,11401.99432,101160.4964,20219.19252,4187.995942,13179.44041,12158.0289
2,3,3,4,14107.32637,96589.75682,26923.26604,38516.6681,165990.9982,99412.08808
2,3,3,4,9141.883788,104163.4781,17240.53169,5275.396132,32727.03317,21191.00836
2,3,3,4,7956.454587,90682.02539,22021.05496,23476.08174,11435.47855,24959.09399
2,3,3,4,13447.56656,41069.50496,14706.18277,18737.56492,17638.30435,27620.61005
2,3,3,4,5861.404897,46624.25238,10267.15393,13642.54022,18850.36467,16136.3262
2,3,3,4,10573.17348,100117.3124,23695.84076,19372.56088,24003.4029,18856.07543
2,3,3,4,6054.407971,80843.15624,14350.22509,6164.62911,81364.49612,96921.69812
2,3,3,4,9355.939475,53761.26899,14995.08376,10658.87773,13108.34044,9517.632558
2,3,3,4,4587.908991,42415.40688,10777.34333,923.1645416,15814.48363,7874.84465
2,3,3,4,10064.38323,153921.4914,14606.00773,23566.29437,22420.15388,72378.23295
2,3,3,4,7062.433537,49503.2377,26420.95383,6041.749484,24178.21063,23306.76735
2,3,3,4,13215.13228,94882.9735,27189.10651,14483.51673,89165.84314,67553.52762
2,3,3,4,5505.163124,55931.76332,39540.19779,1008.515054,9298.259583,3964.474146
2,3,3,4,6719.757934,39099.82856,30944.86241,2552.637938,22298.32487,3202.435179
2,3,3,4,17153.421,114226.198,24394.33315,14775.97495,56590.96754,94658.64056
2,3,3,4,5803.470278,42440.08447,29840.64189,4210.273399,8069.417751,11091.5815
2,3,3,4,8878.963047,91116.58985,16021.00947,43515.18592,32542.17821,27074.29054
2,3,3,4,4474.563009,71355.9089,24097.41644,14564.01211,44781.88797,36528.33917
2,3,3,4,7408.367423,41475.00441,21088.48358,1410.454588,6962.05173,14763.55143
2,3,3,4,11119.92977,95673.84287,16918.77141,22628.9505,251242.6683,82034.80571
2,3,3,4,7716.954682,55065.38684,22543.65849,12838.61447,20691.38848,25881.34886
2,3,3,4,10216.68294,64596.23494,16858.72239,26398.92736,34283.38272,23849.83194
2,3,3,4,7427.679841,82224.11563,16064.24024,48533.93247,133745.6304,62401.51501
2,3,3,4,7209.126529,96636.96178,32339.45321,4021.036871,44399.37176,12670.54519
2,3,3,4,6208.609987,39031.64106,12231.74474,5846.95844,10400.61087,8368.797068
2,3,3,4,10970.03848,73157.28547,21603.44461,16645.72042,137690.5171,11846.86885
2,3,3,4,9036.569953,76925.07709,17423.73006,9391.118195,72160.41899,26463.94221
2,3,3,4,12265.43893,98370.77829,37541.43337,9081.681231,35946.12885,71306.79104
2,3,3,4,13532.72371,71971.67062,25365.60804,11481.44743,272681.2764,12326.62327
2,3,3,4,7073.685649,40222.42068,12763.35124,2139.576369,42938.35095,25995.87487
2,3,3,4,6881.413558,66977.723,12593.77441,15462.97091,10459.06014,12239.14455
2,3,3,4,7515.159602,46111.63491,15633.18415,19737.7036,46858.74428,15597.79615
2,3,3,4,13713.46525,33227.39688,20993.90763,8335.744767,25088.78769,34037.60864
2,3,3,4,13996.39481,139576.6882,35285.86539,12030.84273,60271.72752,38290.05262
2,3,3,4,11345.77791,49891.83109,12709.55802,2851.299585,10736.83864,12968.05954
2,3,3,4,11179.00692,73534.37146,27841.39376,11209.88826,19730.58349,52498.71105
2,3,3,4,6459.607676,59653.21997,12174.20682,5732.836051,61501.13688,3221.619168
2,3,3,4,9481.389186,77177.96296,10567.44807,14326.58943,9915.326343,55089.25454
2,3,3,4,15425.10273,80618.08737,22546.16647,21663.06783,29239.62983,23157.72666
2,3,3,4,8136.130098,59132.55813,20426.44118,4315.572541,60432.77609,9673.96912
2,3,3,4,10431.56812,66252.72229,33949.13806,8223.16184,83752.431,32338.23393
2,3,3,4,10999.29836,41361.55271,18119.16457,1947.626384,21908.67826,8386.049339
2,3,3,4,10405.9647,56368.59682,18884.22659,27846.05928,14210.63648,37349.99796
2,3,3,4,6889.568748,60998.19147,29167.31196,4864.438869,116533.1595,40934.81831
2,3,3,4,7428.799581,70904.97251,17091.2714,30407.74295,21400.63919,16674.32817
2,3,3,4,5886.413376,42168.62908,16628.85763,9069.020294,21250.79309,18704.12172
2,3,3,4,3724.9277,37294.79069,10344.07486,8911.383591,28843.17098,16751.17634
2,3,3,5,4481.570535,92230.99061,31256.78218,5252.259503,65165.58472,21687.82968
2,3,3,5,5869.122493,42661.51211,16609.06647,6394.7343,4815.93737,27023.27977
2,3,3,5,9598.682262,31800.76594,10726.07042,7390.182014,35231.35866,18396.97107
2,3,3,5,2665.637697,72364.12798,13718.63829,4221.70941,9199.704396,15044.63292
2,3,3,5,3758.240516,124566.6348,22866.21194,22205.20738,55506.88468,76127.42415
2,3,3,5,7676.86809,53276.6993,28988.48064,1291.517004,77839.12007,14524.22564
2,3,3,5,9940.447873,36728.87859,11566.15776,14135.63052,15481.20663,23582.00946
2,3,3,5,4168.237625,59304.56646,14321.94114,3096.708531,39611.59489,5719.751703
2,3,3,5,6299.466491,68722.30217,17007.6886,3982.063532,64122.61946,30647.64416
2,3,3,5,3403.891196,63540.18077,13395.38104,9293.862164,8400.488876,38196.91949
2,3,3,5,9324.376959,68751.03606,20267.40817,3272.636604,67297.89187,23576.16497
2,3,3,5,5259.95994,52585.27125,23963.24182,7436.35729,41512.16042,53668.13249
2,3,3,5,2664.8645,59708.1859,24623.98594,5221.463529,115236.5503,4953.019707
2,3,3,5,4661.080548,57758.64831,13299.74088,7638.94754,12497.14504,12255.85032
2,3,3,5,10096.92857,96672.66065,26360.10334,26206.28197,9609.335076,28386.78068
2,3,3,5,4312.125908,40541.73634,10363.61805,3499.886254,72103.83772,17249.71524
2,3,3,5,7244.556787,67285.27316,27229.41779,10805.05908,11408.62937,14026.4435
2,3,3,5,1152.366584,29059.10962,11432.42786,1094.507866,7964.841377,59707.45889
2,3,3,5,20601.45324,69141.12579,32908.99069,3236.33806,80507.74125,40287.46373
2,3,3,5,9308.175556,53275.92003,32755.27871,18657.90594,32819.22742,19419.60895
2,3,3,5,5904.423744,45178.13069,19516.44733,2678.825885,110302.3071,23254.54908
2,3,3,5,4954.671428,70564.54357,17264.25408,8511.985599,81726.9156,24034.95128
2,3,3,5,3180.774605,71717.04019,10567.73242,7702.808091,30854.41947,32785.64847
2,3,3,5,5694.749502,59378.81311,20257.43872,26798.58449,345322.673,15474.10304
2,3,3,5,4568.278125,58130.2131,21121.26276,5164.037977,116202.1497,9140.192429
2,3,3,5,4764.404413,79926.97674,14820.05554,2028.045585,59109.92899,10679.96556
2,3,3,5,3275.764591,53488.99605,19358.37793,8534.320117,34039.08107,19668.11897
2,3,3,5,4158.741886,73063.25423,16705.59826,6919.153487,20180.74058,56163.6154
2,3,3,5,1562.842907,47277.06272,28920.54143,1655.437264,6018.405564,3292.488229
2,3,3,5,5197.505615,127076.0476,22107.44931,16028.54134,52470.46526,59336.90815
2,3,3,5,7491.257558,66984.51021,15103.76189,4629.903755,2626.489462,13164.64115
2,3,3,5,11358.59563,110624.7255,27577.88298,11814.87359,208492.8184,35367.62832
2,3,3,5,8344.671444,72356.95073,22472.68487,1338.548261,91498.81016,44045.08303
2,3,3,5,7081.536463,73993.10552,20052.96002,12939.6642,21476.70395,86096.09659
2,3,3,5,10566.5866,93522.03473,17006.05917,8938.830221,58015.78871,196187.4832
2,3,3,5,7861.716922,68631.18279,26178.75734,4644.821579,32615.77652,77444.32806
2,3,3,5,6000.593679,56164.85601,21181.23453,5974.976522,47358.60966,55707.10896
2,3,3,5,4799.058892,56736.08219,30552.71457,8322.96141,2971.300541,13060.85862
2,3,3,5,4495.171925,58623.0658,20561.98745,32050.86687,194581.4994,64504.92067
2,3,3,5,6122.275883,51687.35437,13549.47589,8305.227714,47666.87541,50003.56301
2,3,3,5,5123.929309,41683.80014,17352.81067,12179.92946,31343.22996,19715.79425
2,3,3,5,6280.287552,49802.43379,7813.899094,4286.946004,158792.3145,29330.41674
2,3,3,5,2996.032003,46810.20574,13281.7071,15336.54232,78914.09737,14916.59499
2,3,3,5,4838.736713,45445.18922,10833.09067,10318.13527,77684.39742,3036.823008
2,3,3,5,12834.14527,94855.55634,17013.10157,17050.78243,34481.75411,73897.14629
2,3,3,5,6412.96645,53598.77018,22370.5539,14468.26508,24333.72411,26759.63419
2,3,3,5,4383.836039,71234.84094,27014.94425,2240.681687,77576.50959,5117.306201
2,3,3,5,13560.53813,147791.7173,21263.28838,55585.40399,41077.84357,73140.1785
2,3,3,5,6311.275796,82201.46402,27372.59537,15505.44101,55650.327,77007.07644
2,3,3,5,5845.107083,61645.15645,14746.26149,2817.235576,13272.88231,41656.36573
2,3,3,5,3307.78964,45079.44071,25808.39876,14520.77892,45020.89984,10560.53159
2,3,3,5,4856.486785,55015.90829,10847.96499,20307.93791,96464.24159,34170.87213
2,3,3,5,6178.707096,42412.11302,14175.91562,3108.929773,21751.94581,37438.36851
2,3,3,5,2504.897318,20168.29994,8430.326078,2117.333148,45723.43003,7680.75303
2,3,3,5,5906.380542,41795.47432,12243.90486,9258.85246,234229.5148,20642.82189
2,3,3,5,13719.25989,185314.5608,31442.71201,17687.36295,52305.45382,26008.51016
2,3,3,5,4325.170302,62477.01566,18844.43625,9298.956133,3251.707284,2508.755529
2,3,3,5,5126.584623,79893.99271,13481.21116,8373.470693,24266.93717,31247.80915
2,3,3,5,6861.741175,107697.4464,16829.99273,20055.28626,52477.48409,65237.72581
2,3,3,5,3594.808417,70545.7009,12109.06534,6313.749405,6832.08893,29854.24719
2,3,3,5,8271.948208,94282.87737,25348.57955,3640.128445,13097.69406,15533.8544
2,3,3,5,8646.358852,49649.47961,17943.81394,3550.579402,9711.098889,18681.92413
2,3,3,5,7881.995581,99698.09129,29872.16404,14841.89911,45462.35106,102545.1177
2,3,3,5,6992.560622,32008.13163,23296.80452,9301.092699,5177.003908,23932.84171
2,3,3,5,2806.50735,59579.37356,19932.55,5762.68275,55265.64702,17721.64215
2,3,3,5,4525.304134,58692.21333,12546.3032,563.6434196,23345.07959,2437.181711
2,3,3,5,28416.19856,94412.2953,22928.09936,27732.3396,97747.46767,98486.92297
2,3,3,5,5110.955881,65318.78455,12246.32882,4781.948,53642.36481,36226.06866
2,3,3,5,4768.250132,69186.97904,22170.45758,11897.59062,17160.08699,23428.75249
2,3,3,5,4426.780882,39739.41656,24129.30259,4278.160822,52597.48075,8103.210094
2,3,3,5,5257.273522,58680.72685,15686.24541,2687.250258,104913.6638,32505.70482
2,3,3,5,3857.197804,39015.71065,23826.73591,2466.248599,30066.66281,10041.5131
2,3,3,5,8126.145208,54355.49431,33404.01114,22709.50282,75306.1761,9158.812992
2,3,3,5,5299.79567,77424.84816,26424.51734,3438.317572,2935.664567,48974.69861
2,3,3,5,6288.832957,78497.82502,13449.01952,9061.470847,67106.70324,29205.79296
2,3,3,5,4340.757716,80721.385,19020.60859,4970.454962,87871.18284,35982.59512
2,3,3,5,2889.042734,57811.74396,22743.29677,13066.92115,12534.75952,59647.88823
2,3,3,5,8403.620335,63006.91291,14365.35122,4742.35895,30448.44914,116456.519
2,3,3,5,3163.686952,60925.56792,22838.86338,1709.622198,18059.4773,16115.10952
2,3,3,5,7792.684674,107752.4706,22982.28341,9874.781654,84650.66104,53451.77183
2,3,3,5,3025.498515,37087.23956,9456.969423,2811.570797,5076.32702,64505.57002
2,3,3,5,6176.957324,79982.90305,9250.702752,2965.821197,45496.38347,12655.84985
2,3,3,5,4170.408078,87469.13828,18276.88637,6107.437431,51558.439,40705.56335
2,3,3,5,5091.444749,111215.1492,11850.89668,104946.0985,56658.78726,27210.37778
2,3,3,5,8987.149589,96725.43396,29648.19544,11185.90481,8539.265714,14386.03858
2,3,3,5,2288.601015,34393.73818,5879.751242,10069.22794,55092.24582,16133.31142
2,3,3,5,7945.78045,49354.75914,12216.07141,5176.534755,17681.47823,6770.238738
2,3,3,5,3631.963211,52329.35725,26974.07169,9135.049835,20503.69341,11912.06174
2,3,3,5,3274.253762,41914.39143,33153.6857,21458.55611,67615.22244,28389.10904
2,3,3,5,7575.582647,61840.75519,16406.43132,31762.78764,38216.26164,20137.29934
2,3,3,5,3799.373007,52767.23829,5368.443301,14722.01023,63694.96921,20491.22105
2,3,3,5,6557.153109,61667.98708,9436.627577,3584.449501,35027.34358,11134.1921
2,3,3,5,6001.919151,57448.84397,23531.27601,12261.67018,72985.15645,19875.00698
2,3,3,5,18064.04743,108749.0706,37396.51037,30288.42483,49281.91324,61864.39924
2,3,3,5,3031.788009,30688.30676,13813.30694,7727.868838,10219.12549,24905.48906
2,3,3,5,9094.659922,66804.14797,15156.70223,15901.00957,20500.0608,22907.76571
2,3,3,5,3875.389461,65344.13724,23860.12532,4731.765981,215108.442,58276.9051
2,3,3,5,5016.343006,67083.08246,43136.60342,4021.091702,103798.6374,24455.73407
2,3,3,5,8374.361386,74875.1127,11893.67958,50000.40065,4260.213292,19606.44247
3,2,1,1,2553.664557,21767.42034,11943.43103,12421.89247,4742.578109,18280.62555
3,2,1,1,5436.335136,33011.6214,12347.79244,8902.255936,25118.31401,19154.1479
3,2,1,1,2683.015273,43066.02714,11810.20555,14089.72527,32013.89087,7048.077693
3,2,1,1,7231.345332,31006.71321,10325.23563,3595.917036,49973.3701,12403.6295
3,2,1,1,3673.016387,43474.71359,13239.79617,12364.53796,90148.25259,26561.23279
3,2,1,1,1355.105641,32318.329,12325.19325,5013.592795,1356.380311,7269.898735
3,2,1,1,4608.109329,22862.30085,14875.57429,13094.50553,49231.3288,12962.61454
3,2,1,1,10250.4121,111142.3003,19351.07023,24388.27706,26573.99539,53239.41145
3,2,1,1,4508.128084,87885.68212,22261.07353,13263.99609,6550.553497,6885.784093
3,2,1,1,2916.351433,21710.18128,7945.853379,9575.350502,31335.57665,7180.394819
3,2,1,1,4232.95688,17592.61755,12226.60239,4570.75583,4696.871776,13812.18434
3,2,1,1,2158.849333,15213.12467,7911.073373,2933.656628,5949.63474,3278.926382
3,2,1,1,5350.548034,40876.29459,12776.97677,79253.62434,14196.5658,31585.28493
3,2,1,1,8849.916374,66324.26439,29909.86144,2053.337763,274474.2939,11102.43888
3,2,1,1,2206.295941,22890.21637,13853.03113,1760.28265,37372.7855,12622.32348
3,2,1,1,2270.515646,38771.17659,11794.56167,9958.746857,30712.15011,35714.80753
3,2,1,1,2413.079217,30475.09462,10319.95586,11026.95423,14146.50026,14583.67405
3,2,1,1,3510.599657,63061.23166,8809.62747,3820.345698,171314.0745,22660.06247
3,2,1,1,4260.633877,55367.89477,15113.71394,2197.014076,11328.25798,93181.18681
3,2,1,1,5292.29802,39688.54636,7850.745573,7895.531681,28651.28075,6992.026206
3,2,1,1,2840.467906,21943.47009,9970.727692,1122.919519,23755.55611,6693.650277
3,2,1,1,3506.405507,36296.39379,28521.1567,11188.30323,285661.6688,21338.05289
